date,mac,provider,access_point,signal_strength,"quality,unknown2",frequency,stations,device,station_count
2021/12/6 16:40:40,00:A6:CA:57:09:1F,"""Cisco Systems Inc.""","""eduroam""",-73,45,,"""Ch 56 [5.280 GHz]""","""24 Stations, 1Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","24
"
2021/12/6 16:40:40,84:3D:C6:B9:40:10,"""Cisco Systems Inc.""","""eduroam""",-73,45,,"""Ch 11 [2.462 GHz]""","""1 Station, 8Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","1
"
2021/12/6 16:40:40,84:3D:C6:C7:BF:D0,"""Cisco Systems Inc.""","""eduroam""",-72,46,,"""Ch 6 [2.437 GHz]""","""2 Stations, 50Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","2
"
2021/12/6 16:40:40,00:3A:7D:12:43:C0,"""Cisco Systems Inc.""","""eduroam""",-81,31,,"""Ch 11 [2.462 GHz]""","""3 Stations, 42Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","3
"
2021/12/6 16:40:40,00:A6:CA:5B:46:AF,"""Cisco Systems Inc.""","""eduroam""",-70,50,,"""Ch 64 [5.320 GHz]""","""6 Stations, 0Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","6
"
2021/12/6 16:40:40,00:A6:CA:57:36:80,"""Cisco Systems Inc.""","""eduroam""",-56,99,,"""Ch 6 [2.437 GHz]""","""7 Stations, 63Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","7
"
2021/12/6 16:40:40,00:A6:CA:5A:6B:0F,"""Cisco Systems Inc.""","""eduroam""",-71,48,,"""Ch 100 [5.500 GHz]""","""20 Stations, 7Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","20
"
2021/12/6 16:40:40,00:3A:7D:1E:E0:C0,"""Cisco Systems Inc.""","""eduroam""",-79,35,,"""Ch 11 [2.462 GHz]""","""0 Stations, 41Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","0
"
2021/12/6 16:40:40,00:A6:CA:5B:47:EF,"""Cisco Systems Inc.""","""eduroam""",-79,35,,"""Ch 48 [5.240 GHz]""","""12 Stations, 3Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","12
"
2021/12/6 16:40:40,00:A6:CA:57:09:10,"""Cisco Systems Inc.""","""eduroam""",-60,66,,"""Ch 6 [2.437 GHz]""","""6 Stations, 60Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","6
"
2021/12/6 16:40:40,00:A6:CA:5B:48:6F,"""Cisco Systems Inc.""","""eduroam""",-67,55,,"""Ch 132 [5.660 GHz]""","""16 Stations, 2Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","16
"
2021/12/6 16:40:40,84:3D:C6:C7:C1:80,"""Cisco Systems Inc.""","""eduroam""",-76,40,,"""Ch 6 [2.437 GHz]""","""5 Stations, 47Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","5
"
2021/12/6 16:40:40,00:A6:CA:57:36:8F,"""Cisco Systems Inc.""","""eduroam""",-76,40,,"""Ch 40 [5.200 GHz]""","""11 Stations, 18Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","11
"
2021/12/6 16:40:40,84:3D:C6:B8:F8:C0,"""Cisco Systems Inc.""","""eduroam""",-77,38,,"""Ch 6 [2.437 GHz]""","""1 Station, 41Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","1
"
2021/12/6 16:40:41,84:3D:C6:C7:BF:DF,"""Cisco Systems Inc.""","""eduroam""",-72,46,,"""Ch 104 [5.520 GHz]""","""16 Stations, 5Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","16
"
2021/12/6 16:40:41,00:A6:CA:5B:46:A0,"""Cisco Systems Inc.""","""eduroam""",-65,58,,"""Ch 11 [2.462 GHz]""","""3 Stations, 41Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","3
"
2021/12/6 16:40:41,00:A6:CA:57:39:8F,"""Cisco Systems Inc.""","""eduroam""",-76,40,,"""Ch 44 [5.220 GHz]""","""12 Stations, 12Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","12
"
2021/12/6 16:40:41,00:A6:CA:5A:6B:00,"""Cisco Systems Inc.""","""eduroam""",-49,85,,"""Ch 6 [2.437 GHz]""","""0 Stations, 65Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","0
"
2021/12/6 16:40:41,00:A6:CA:5E:38:C0,"""Cisco Systems Inc.""","""eduroam""",-63,61,,"""Ch 1 [2.412 GHz]""","""2 Stations, 64Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","2
"
2021/12/6 16:40:41,00:A6:CA:5E:38:CF,"""Cisco Systems Inc.""","""eduroam""",-71,48,,"""Ch 60 [5.300 GHz]""","""13 Stations, 2Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","13
"
2021/12/6 16:40:41,00:A6:CA:55:D9:EF,"""Cisco Systems Inc.""","""eduroam""",-73,45,,"""Ch 36 [5.180 GHz]""","""4 Stations, 0Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","4
"
2021/12/6 16:40:41,00:A6:CA:55:D9:E0,"""Cisco Systems Inc.""","""eduroam""",-68,53,,"""Ch 1 [2.412 GHz]""","""0 Stations, 58Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","0
"
2021/12/6 16:40:47,00:A6:CA:5B:48:60,"""Cisco Systems Inc.""","""eduroam""",-56,73,,"""Ch 1 [2.412 GHz]""","""6 Stations, 46Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","6
"
2021/12/6 16:40:47,00:A6:CA:57:09:1F,"""Cisco Systems Inc.""","""eduroam""",-72,46,,"""Ch 56 [5.280 GHz]""","""24 Stations, 8Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","24
"
2021/12/6 16:40:47,84:3D:C6:B9:40:10,"""Cisco Systems Inc.""","""eduroam""",-73,45,,"""Ch 11 [2.462 GHz]""","""1 Station, 8Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","1
"
2021/12/6 16:40:47,84:3D:C6:C7:BF:D0,"""Cisco Systems Inc.""","""eduroam""",-61,65,,"""Ch 6 [2.437 GHz]""","""2 Stations, 41Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","2
"
2021/12/6 16:40:47,00:A6:CA:5B:46:AF,"""Cisco Systems Inc.""","""eduroam""",-71,48,,"""Ch 64 [5.320 GHz]""","""7 Stations, 0Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","7
"
2021/12/6 16:40:47,00:A6:CA:57:36:80,"""Cisco Systems Inc.""","""eduroam""",-56,99,,"""Ch 6 [2.437 GHz]""","""7 Stations, 58Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","7
"
2021/12/6 16:40:47,00:A6:CA:5A:6B:0F,"""Cisco Systems Inc.""","""eduroam""",-70,50,,"""Ch 100 [5.500 GHz]""","""20 Stations, 4Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","20
"
2021/12/6 16:40:47,00:3A:7D:1E:E0:C0,"""Cisco Systems Inc.""","""eduroam""",-79,35,,"""Ch 11 [2.462 GHz]""","""0 Stations, 41Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","0
"
2021/12/6 16:40:47,84:3D:C6:AD:B0:DF,"""Cisco Systems Inc.""","""eduroam""",-76,40,,"""Ch 48 [5.240 GHz]""","""3 Stations, 0Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","3
"
2021/12/6 16:40:47,00:A6:CA:57:09:10,"""Cisco Systems Inc.""","""eduroam""",-60,66,,"""Ch 6 [2.437 GHz]""","""6 Stations, 60Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","6
"
2021/12/6 16:40:47,00:A6:CA:5B:48:6F,"""Cisco Systems Inc.""","""eduroam""",-66,56,,"""Ch 132 [5.660 GHz]""","""16 Stations, 2Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","16
"
2021/12/6 16:40:47,84:3D:C6:C7:C1:80,"""Cisco Systems Inc.""","""eduroam""",-76,40,,"""Ch 6 [2.437 GHz]""","""5 Stations, 47Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","5
"
2021/12/6 16:40:47,00:A6:CA:57:36:8F,"""Cisco Systems Inc.""","""eduroam""",-75,41,,"""Ch 40 [5.200 GHz]""","""11 Stations, 20Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","11
"
2021/12/6 16:40:47,84:3D:C6:B8:F8:C0,"""Cisco Systems Inc.""","""eduroam""",-77,38,,"""Ch 6 [2.437 GHz]""","""1 Station, 41Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","1
"
2021/12/6 16:40:47,84:3D:C6:C7:BF:DF,"""Cisco Systems Inc.""","""eduroam""",-64,60,,"""Ch 104 [5.520 GHz]""","""16 Stations, 5Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","16
"
2021/12/6 16:40:47,00:A6:CA:5B:46:A0,"""Cisco Systems Inc.""","""eduroam""",-65,58,,"""Ch 11 [2.462 GHz]""","""3 Stations, 50Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","3
"
2021/12/6 16:40:47,00:A6:CA:57:39:8F,"""Cisco Systems Inc.""","""eduroam""",-76,40,,"""Ch 44 [5.220 GHz]""","""12 Stations, 12Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","12
"
2021/12/6 16:40:47,00:A6:CA:5A:6B:00,"""Cisco Systems Inc.""","""eduroam""",-48,86,,"""Ch 6 [2.437 GHz]""","""0 Stations, 64Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","0
"
2021/12/6 16:40:47,00:A6:CA:5E:38:C0,"""Cisco Systems Inc.""","""eduroam""",-63,61,,"""Ch 1 [2.412 GHz]""","""2 Stations, 69Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","2
"
2021/12/6 16:40:47,00:A6:CA:5E:38:CF,"""Cisco Systems Inc.""","""eduroam""",-71,48,,"""Ch 60 [5.300 GHz]""","""13 Stations, 2Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","13
"
2021/12/6 16:40:47,00:A6:CA:55:D9:EF,"""Cisco Systems Inc.""","""eduroam""",-73,45,,"""Ch 36 [5.180 GHz]""","""4 Stations, 0Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","4
"
2021/12/6 16:40:47,00:A6:CA:57:39:80,"""Cisco Systems Inc.""","""eduroam""",-66,56,,"""Ch 6 [2.437 GHz]""","""6 Stations, 57Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","6
"
2021/12/6 16:40:47,00:A6:CA:55:D9:E0,"""Cisco Systems Inc.""","""eduroam""",-68,53,,"""Ch 1 [2.412 GHz]""","""0 Stations, 58Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","0
"
2021/12/6 16:40:52,00:A6:CA:5B:48:60,"""Cisco Systems Inc.""","""eduroam""",-56,73,,"""Ch 1 [2.412 GHz]""","""6 Stations, 46Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","6
"
2021/12/6 16:40:52,00:A6:CA:57:09:1F,"""Cisco Systems Inc.""","""eduroam""",-75,41,,"""Ch 56 [5.280 GHz]""","""23 Stations, 2Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","23
"
2021/12/6 16:40:52,84:3D:C6:B9:40:10,"""Cisco Systems Inc.""","""eduroam""",-72,46,,"""Ch 11 [2.462 GHz]""","""1 Station, 7Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","1
"
2021/12/6 16:40:52,84:3D:C6:C7:BF:D0,"""Cisco Systems Inc.""","""eduroam""",-61,65,,"""Ch 6 [2.437 GHz]""","""2 Stations, 41Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","2
"
2021/12/6 16:40:52,00:A6:CA:5B:46:AF,"""Cisco Systems Inc.""","""eduroam""",-72,46,,"""Ch 64 [5.320 GHz]""","""7 Stations, 3Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","7
"
2021/12/6 16:40:52,00:A6:CA:57:36:80,"""Cisco Systems Inc.""","""eduroam""",-56,99,,"""Ch 6 [2.437 GHz]""","""7 Stations, 52Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","7
"
2021/12/6 16:40:52,00:A6:CA:5B:47:EF,"""Cisco Systems Inc.""","""eduroam""",-75,41,,"""Ch 48 [5.240 GHz]""","""11 Stations, 2Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","11
"
2021/12/6 16:40:52,84:3D:C6:B9:02:A0,"""Cisco Systems Inc.""","""eduroam""",-79,35,,"""Ch 11 [2.462 GHz]""","""2 Stations, 49Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","2
"
2021/12/6 16:40:52,00:A6:CA:5A:6B:0F,"""Cisco Systems Inc.""","""eduroam""",-69,51,,"""Ch 100 [5.500 GHz]""","""20 Stations, 5Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","20
"
2021/12/6 16:40:52,00:3A:7D:1E:E0:C0,"""Cisco Systems Inc.""","""eduroam""",-79,35,,"""Ch 11 [2.462 GHz]""","""0 Stations, 41Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","0
"
2021/12/6 16:40:52,84:3D:C6:AD:B0:DF,"""Cisco Systems Inc.""","""eduroam""",-76,40,,"""Ch 48 [5.240 GHz]""","""3 Stations, 0Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","3
"
2021/12/6 16:40:52,00:A6:CA:57:09:10,"""Cisco Systems Inc.""","""eduroam""",-61,65,,"""Ch 6 [2.437 GHz]""","""5 Stations, 57Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","5
"
2021/12/6 16:40:52,00:A6:CA:5B:48:6F,"""Cisco Systems Inc.""","""eduroam""",-66,56,,"""Ch 132 [5.660 GHz]""","""16 Stations, 2Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","16
"
2021/12/6 16:40:52,00:A6:CA:57:36:8F,"""Cisco Systems Inc.""","""eduroam""",-75,41,,"""Ch 40 [5.200 GHz]""","""12 Stations, 2Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","12
"
2021/12/6 16:40:52,84:3D:C6:B8:F8:C0,"""Cisco Systems Inc.""","""eduroam""",-78,36,,"""Ch 6 [2.437 GHz]""","""1 Station, 38Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","1
"
2021/12/6 16:40:52,84:3D:C6:C7:BF:DF,"""Cisco Systems Inc.""","""eduroam""",-65,58,,"""Ch 104 [5.520 GHz]""","""15 Stations, 0Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","15
"
2021/12/6 16:40:52,00:A6:CA:5B:46:A0,"""Cisco Systems Inc.""","""eduroam""",-65,58,,"""Ch 11 [2.462 GHz]""","""3 Stations, 40Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","3
"
2021/12/6 16:40:52,00:A6:CA:57:39:8F,"""Cisco Systems Inc.""","""eduroam""",-76,40,,"""Ch 44 [5.220 GHz]""","""12 Stations, 12Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","12
"
2021/12/6 16:40:52,00:A6:CA:5A:6B:00,"""Cisco Systems Inc.""","""eduroam""",-49,85,,"""Ch 6 [2.437 GHz]""","""0 Stations, 54Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","0
"
2021/12/6 16:40:52,00:A6:CA:5E:38:C0,"""Cisco Systems Inc.""","""eduroam""",-63,61,,"""Ch 1 [2.412 GHz]""","""2 Stations, 69Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","2
"
2021/12/6 16:40:53,00:A6:CA:55:D9:EF,"""Cisco Systems Inc.""","""eduroam""",-73,45,,"""Ch 36 [5.180 GHz]""","""4 Stations, 0Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","4
"
2021/12/6 16:40:53,00:A6:CA:57:39:80,"""Cisco Systems Inc.""","""eduroam""",-65,58,,"""Ch 6 [2.437 GHz]""","""6 Stations, 57Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","6
"
2021/12/6 16:40:53,84:3D:C6:B4:E1:D0,"""Cisco Systems Inc.""","""eduroam""",-76,40,,"""Ch 1 [2.412 GHz]""","""0 Stations, 18Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","0
"
2021/12/6 16:40:53,84:3D:C6:C7:C7:D0,"""Cisco Systems Inc.""","""eduroam""",-77,38,,"""Ch 11 [2.462 GHz]""","""1 Station, 9Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","1
"
2021/12/6 16:40:53,00:3A:7D:34:E6:80,"""Cisco Systems Inc.""","""eduroam""",-80,33,,"""Ch 6 [2.437 GHz]""","""0 Stations, 55Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","0
"
2021/12/6 16:40:58,00:A6:CA:5B:48:60,"""Cisco Systems Inc.""","""eduroam""",-61,65,,"""Ch 1 [2.412 GHz]""","""5 Stations, 30Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","5
"
2021/12/6 16:40:58,00:A6:CA:57:09:1F,"""Cisco Systems Inc.""","""eduroam""",-75,41,,"""Ch 56 [5.280 GHz]""","""23 Stations, 2Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","23
"
2021/12/6 16:40:58,84:3D:C6:B9:40:10,"""Cisco Systems Inc.""","""eduroam""",-72,46,,"""Ch 11 [2.462 GHz]""","""1 Station, 7Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","1
"
2021/12/6 16:40:58,84:3D:C6:C7:BF:D0,"""Cisco Systems Inc.""","""eduroam""",-61,65,,"""Ch 6 [2.437 GHz]""","""1 Station, 33Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","1
"
2021/12/6 16:40:58,00:A6:CA:5B:46:AF,"""Cisco Systems Inc.""","""eduroam""",-71,48,,"""Ch 64 [5.320 GHz]""","""7 Stations, 1Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","7
"
2021/12/6 16:40:58,00:A6:CA:57:36:80,"""Cisco Systems Inc.""","""eduroam""",-57,99,,"""Ch 6 [2.437 GHz]""","""7 Stations, 55Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","7
"
2021/12/6 16:40:58,00:A6:CA:5B:47:EF,"""Cisco Systems Inc.""","""eduroam""",-76,40,,"""Ch 48 [5.240 GHz]""","""11 Stations, 2Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","11
"
2021/12/6 16:40:58,84:3D:C6:B9:02:A0,"""Cisco Systems Inc.""","""eduroam""",-80,33,,"""Ch 11 [2.462 GHz]""","""2 Stations, 52Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","2
"
2021/12/6 16:40:58,00:A6:CA:5A:6B:0F,"""Cisco Systems Inc.""","""eduroam""",-69,51,,"""Ch 100 [5.500 GHz]""","""19 Stations, 2Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","19
"
2021/12/6 16:40:58,84:3D:C6:AD:B0:DF,"""Cisco Systems Inc.""","""eduroam""",-76,40,,"""Ch 48 [5.240 GHz]""","""3 Stations, 0Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","3
"
2021/12/6 16:40:58,00:A6:CA:57:09:10,"""Cisco Systems Inc.""","""eduroam""",-65,58,,"""Ch 6 [2.437 GHz]""","""4 Stations, 45Xhannel Utilization""","""WLAN [Intel(R) Dual Band Wireless-AC 3168]""","4
"
